id,name,ingredients,time,description,calories,protein,fat,sugar,sodium,carbs,meat_ingredients,is_vegetarian
589,2bleu s country ham bacon  and eggs,"ham steaks, water, vegetable oil, butter, eggs, kosher salt, garlic powder, black pepper",65,"cut the ham slices into about 3"" pieces , removing the bone if it has one the pieces do not have to be cut even , as i usually separate around the fat , leaving some fat for flavor cured ham only: place the salt cured ham slices in a large cast iron pan and add the water , enough to cover the ham slices completely the water may cook down some , so add more as you go as this removes the saltiness from the ham the more water in the pan , the better cook over med heat to a gentle simmer for about 10-15 minutes until most of the salt has dissipated into the water , turning the ham a few times to 'shake the salt out' remove ham slices and rinse and wipe the skillet with a clean dishcloth just a quick rinse / wipe to remove any salt and residue for both types of ham: place pan back on stove-top at a medium heat add the oil to the pan followed by the ham slices lay them in a single layer enough to fill pan but not overcrowd them do in batches if necessary cook for about 10-20 minutes depending on thickness , turning occasionally until browned drain ham onto paper towels add more oil to the pan if necessary for the next batch , although the ham will usually make it's own in the pan from the previous batch you only need enough to cover the bottom of the pan eggs: to a nonstick skillet , melt butter over medium-low heat beat eggs and seasonings until very well blended when butter has melted , pour in the eggs as they begin to firm , push them around a bit using a spatula continue cooking eggs low and slow while ham is cooking in the iron skillet the ham should be done first , just place a piece of foil over top to keep warm when the eggs are about a minute from your desired doneness , place onto plates and serve with ham",537.4,104,52,2,137,0,ham,0
590,2bleu s creamy garlic spread,"bulb of garlic, olive oil, kosher salt, black pepper, mayonnaise, prepared horseradish",70,"preheat oven to 300f leaving the paper on , cut off the top of the the garlic bulbs horizontally , just enough to expose the cloves place the garlic cut-side up onto a sheet of aluminum foil and drizzle top with olive oil sprinkle with salt and pepper seal up the bulb in the foil , place in a baking dish and bake for 1 hour allow garlic to cool , then squeeze the cloves from their peel into a clean bowl using the tines of a fork , mash the cloves and mix with the mayonnaise and horseradish , mixing well will keep for a week or two in the fridge",67.8,0,8,3,6,1,,1
591,2bleu s georgia peach cream cheese tart,"phyllo dough, nonstick cooking spray, reduced-fat cream cheese, splenda sugar substitute, cornstarch, water, peach gelatin, fresh peaches",40,"crust: preheat oven to 350f in tart pan layer phyllo sheets , spraying non-stick cooking spray in between the sheets of phyllo trim excess dough around pan and poke holes into phyllo with fork tines bake for about 10 minutes or until browned on edges let cool cheese filling: meanwhile mix sugar and cream cheese together place into cooled phyllo crust refrigerate 2 hours fruit topping: in medium saucepan , combine sugar and cornstarch add water and cook over medium heat until thick and clear add gelatin and stir to dissolve remove from heat , stir in fruit and let cool slightly pour over cheese filling refrigerate 2 more hours serve with a dollop of whipped topping if desired",282.3,15,16,85,18,13,,1
592,2bleu s honey pudding,"unsalted butter, milk, eggs, white bread, honey, hot water, ground cinnamon, vanilla",70,"preheat the oven to 350 degrees butter a 9 inch glass pie dish whisk together the milk and eggs , then add the bread pieces and turn to coat them evenly leave the bread to soak for 15 minutes , turning over once or twice in a large nonstick skillet , heat the remaining butter over medium heat fry the soaked bread in the butter until golden , about 2 to 3 minutes on each side transfer the bread to the baking dish in a bowl , combine the honey and the hot water and stir until the mixture is evenly blended stir in the cinnamon and vanilla drizzle the mixture over and around the bread bake for about 30 minutes , or until golden brown",283.8,12,18,97,7,13,,1
593,2bleu s margarita ice cream and sherbet fizz  virgin,"vanilla ice cream, lime sherbet, margarita mix, tequila, carbonated water, maraschino cherries",1,"place 1 scoop of ice cream into a parfait glass place sherbet atop of the ice cream , then the other scoop of ice cream pour margarita mix over scoops splash with the seltzer water over top garnish with marachino cherries and serve with a spoon and a straw",222.8,5,13,120,3,11,,1
594,2bleu s mushroom and swiss  on crostini toast appetizers,"crusty italian bread, garlic cloves, shallots, olive oil, red bell peppers, fresh mushrooms, herbs, swiss cheese",12,"place parchment paper onto a cookie sheet lay out the toasted bread evenly onto the cookie sheet set aside in a large skillet cook garlic and shallots in hot oil over medium-high heat for 2 minutes add red peppers , saute 1-2 minutes add mushrooms and cook , stirring occasionally , for about 3-5 minutes or until tender stir in assorted herbs place a small amount of the mushroom mixture on top of each bread slice sprinkle some chives over the mushrooms sprinkle the shredded swiss over top of the chives broil on low setting 1-2 minutes or until cheese is melted and bubbly serve immediately",204.8,18,13,4,10,7,,1
595,2bleu s pumpkin ginger crumble,"gingerbread cake mix, pecans, butter, egg, canned pumpkin, fat-free sweetened condensed milk, pumpkin pie spice, whipped cream",60,"preaheat oven to 350f spray a 11x7"" casserole dish with nonstick cooking spray and set aside in a medium bowl , combine all crumble ingredients , stirring and tossing gently using a spatula sprinkle a little more than half of it evenly over casserole dish and press down gently (the bottom should be totally covered with crumble in a large bowl , combine all filling ingredients and using a wire wisk , beat until smooth pour evenly over bottom crumble crumble remaining crumble loosely over top of filling bake for about 45 minutes or until top is golden brown cool at least 40-45 minutes before serving or refrigerating to chill cut into squares and serve with whipped or ice cream cover and refrigerate leftovers",124.6,3,18,6,5,1,,1
596,2bleu s smoky mexican mushrooms,"white button mushrooms, ground beef, taco seasoning mix, hot sauce, olive oil, smoked swiss cheese, herbs",15,"preheat oven to 350f place mushroom caps upside down in mini-muffin tin , one in each cup mix ground beef with taco seasoning mix and cook till done drain place small amount of meat mixture into each mushroom cup drop one tiny drop of hot sauce onto each mushroom sprinkle a bit of herbs onto each mushroom drizzle each mushroom lightly with a drop or two of olive oil top each mushroom with smoked swiss , tearing the slices in half if necessary bake for 6-8 min in center of oven turn oven to broil , and cook additional 2-3 minutes",11.9,3,0,3,0,0,beef,0
597,2bleu s sweet mustard sauce for pretzels and more,"mayonnaise, sugar, yellow mustard, stone ground mustard, dill weed, garlic powder, onion powder",65,mix all ingredients together chill covered in fridge at least 1 hour,117.4,1,11,30,10,4,,1
598,2blue s pepperoni ravioli,"pepperoni, mozzarella cheese, marinara sauce, puff pastry sheets, egg, butter",30,"preheat oven to 400f in a small bowl , mix pepperoni , mozzarella and pizza sauce set aside roll out pastry dough into two 4x12-inch strips on the bottom length of each strip of dough , place 1 small teaspoon of filling at 1 / 2"" intervals brush egg wash between filling spaces and around half of the outer edges fold top over and press to seal between each ravioli and on outer edges brush with melted butter using a pizza cutter or knife , cut between the raviolis place onto a baking sheet that has been lined with parchment paper and lightly sprayed with non-stick cooking spray bake for 15-20 minutes let cool slightly as filling will be hot !",283.1,9,32,3,7,6,pepperoni,0
599,2blueberry pineapple ring,"berry gelatin, water, blueberries in light syrup, crushed pineapple",6,"completely dissolve gelatin in boiling water by gently stirring for 3-4 minutes let cool to room temperature stir in blueberries and crushed pineapple pour into a bundt pan sprayed with non-stick cooking spray refrigerate for 4 hours or longer to congeal to loosen ring from mold , place mold in larger bowl of hot water for a few seconds , then remove by placing the serving platter on top , and flip over",82.4,2,0,76,2,6,,1
600,2nd time s the charm cornbread pudding,"cornbread, eggs, milk, brown sugar, white sugar, vanilla, cinnamon",30,"preheat oven to 375 and spray glass loaf pan , then layer cornbread in bottom in a mixing bowl , whisk eggs , milk , sugars , and aromatics pour over cornbread , pressing chunks of bread down into liquid liquid should cover all bread bake at 375 until all pudding mixture is baked and golden delicious served hot or cold !",269.7,20,14,107,5,11,,1
601,3 2 1 sausage dip,"cream cheese, rotel tomatoes & chilies, sausage",15,combine all ingredients microwave until heated through or combine in crock pot to keep warm !,322.4,16,46,7,29,1,sausage,0
602,3 bean hot dish,"hamburger, onion, pork and beans, lima beans, kidney beans, catsup, brown sugar, dry mustard, vinegar",80,mix all of the ingredients and bake for 1 hour in a 350f oven or better yet mix in a crock pot and let simmer on low for 8 hours,2832.0,325,99,796,251,139,"ham, pork",0
